Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,Season_Year
16.0,Vin Baker,24.0,MIL,PF,82.0,82.0,40.5,8.5,17.4,0.489,0.1,0.6,0.208,8.4,16.8,0.499,0.493,3.9,5.8,0.67,3.2,6.6,9.9,2.6,0.8,1.1,2.6,3.3,21.1,AS,1995-96,1996
17.0,Reggie Miller,30.0,IND,SG,76.0,76.0,34.5,6.6,14.0,0.473,2.2,5.4,0.41,4.4,8.6,0.512,0.552,5.7,6.6,0.863,0.5,2.3,2.8,3.3,1.0,0.2,2.5,2.3,21.1,"AS,NBA3",1995-96,1996
18.0,Clifford Robinson,29.0,POR,SF,78.0,76.0,38.2,7.1,16.7,0.423,2.3,6.0,0.378,4.8,10.7,0.449,0.492,4.6,6.9,0.664,1.6,4.1,5.7,2.4,1.1,0.9,2.5,3.2,21.1,,1995-96,1996
19.0,Larry Johnson,26.0,CHH,PF,81.0,81.0,40.4,7.2,15.1,0.476,0.8,2.3,0.366,6.4,12.9,0.495,0.503,5.3,7.0,0.757,3.1,5.4,8.4,4.4,0.7,0.5,2.2,2.1,20.5,,1995-96,1996
20.0,Grant Hill,23.0,DET,SF,80.0,80.0,40.8,7.1,15.3,0.462,0.1,0.3,0.192,7.0,14.9,0.468,0.464,6.1,8.1,0.751,1.6,8.2,9.8,6.9,1.3,0.6,3.3,3.0,20.2,"MVP-9,AS,NBA2",1995-96,1996
21.0,Glenn Robinson,23.0,MIL,SF,82.0,82.0,39.6,7.6,16.9,0.454,1.1,3.2,0.342,6.5,13.6,0.48,0.486,3.9,4.7,0.812,1.7,4.5,6.1,3.6,1.2,0.5,3.4,2.9,20.2,,1995-96,1996
22.0,Sean Elliott,27.0,SAS,SF,77.0,77.0,37.7,6.8,14.6,0.466,2.1,5.1,0.411,4.7,9.5,0.495,0.537,4.2,5.5,0.771,0.9,4.2,5.1,2.7,0.9,0.4,2.6,2.3,20.0,AS,1995-96,1996
23.0,Allan Houston,24.0,DET,SG,82.0,75.0,37.5,6.9,15.2,0.453,2.3,5.5,0.427,4.5,9.7,0.468,0.53,3.6,4.4,0.823,0.7,3.0,3.7,3.0,0.7,0.2,2.8,2.8,19.7,,1995-96,1996
24.0,Dino Radja,28.0,BOS,PF,53.0,52.0,37.4,8.0,16.1,0.5,0.0,0.0,,8.0,16.1,0.5,0.5,3.6,5.2,0.695,2.1,7.7,9.8,1.6,0.9,1.5,2.2,3.0,19.7,,1995-96,1996
25.0,Jim Jackson,25.0,DAL,SG,82.0,82.0,34.4,6.9,16.0,0.435,1.5,4.1,0.363,5.5,11.9,0.459,0.481,4.2,5.1,0.825,2.1,2.9,5.0,2.9,0.6,0.3,2.3,2.0,19.6,,1995-96,1996
26.0,Shawn Kemp,26.0,SEA,PF,79.0,76.0,33.3,6.7,11.9,0.561,0.1,0.2,0.417,6.6,11.7,0.563,0.564,6.2,8.4,0.742,3.5,7.9,11.4,2.2,1.2,1.6,4.0,3.8,19.6,"MVP-8,AS,NBA2",1995-96,1996
27.0,Isaiah Rider,24.0,MIN,SG,75.0,68.0,34.6,7.5,16.1,0.464,1.4,3.7,0.371,6.1,12.4,0.492,0.507,3.3,3.9,0.838,1.3,2.8,4.1,2.8,0.6,0.3,2.7,2.7,19.6,,1995-96,1996
28.0,Scottie Pippen,30.0,CHI,SF,77.0,77.0,36.7,7.3,15.8,0.463,1.9,5.2,0.374,5.4,10.6,0.507,0.525,2.9,4.2,0.679,2.0,4.5,6.4,5.9,1.7,0.7,2.7,2.6,19.4,"MVP-5,DPOY-2,AS,NBA1",1995-96,1996
29.0,Terrell Brandon,25.0,CLE,PG,75.0,75.0,34.3,6.8,14.6,0.465,1.2,3.1,0.387,5.6,11.5,0.487,0.507,4.5,5.1,0.887,0.6,2.7,3.3,6.5,1.8,0.4,1.9,1.9,19.3,"MVP-16,AS",1995-96,1996
30.0,Clyde Drexler,33.0,HOU,SG,52.0,51.0,38.4,6.4,14.7,0.433,1.5,4.5,0.332,4.9,10.2,0.478,0.484,5.1,6.5,0.784,1.9,5.3,7.2,5.8,2.0,0.5,2.6,2.9,19.3,AS,1995-96,1996
31.0,Gary Payton,27.0,SEA,PG,81.0,81.0,39.0,7.6,15.8,0.484,1.2,3.7,0.328,6.4,12.1,0.532,0.523,2.8,3.8,0.748,1.3,2.9,4.2,7.5,2.9,0.2,3.2,2.7,19.3,"MVP-6,DPOY-1,AS,NBA2",1995-96,1996
32.0,Mahmoud Abdul-Rauf,26.0,DEN,PG,57.0,53.0,35.6,7.3,16.8,0.434,2.1,5.4,0.392,5.1,11.3,0.454,0.497,2.6,2.8,0.93,0.5,2.0,2.4,6.8,1.1,0.1,2.0,2.1,19.2,,1995-96,1996
33.0,Jerry Stackhouse,21.0,PHI,SG,72.0,71.0,37.5,6.3,15.2,0.414,1.3,4.1,0.318,5.0,11.1,0.449,0.457,5.4,7.2,0.747,1.3,2.4,3.7,3.9,1.1,1.1,3.5,2.5,19.2,ROY-4,1995-96,1996
34.0,Damon Stoudamire,22.0,TOR,PG,70.0,70.0,40.9,6.9,16.1,0.426,1.9,4.8,0.395,5.0,11.3,0.439,0.485,3.4,4.2,0.797,0.8,3.2,4.0,9.3,1.4,0.3,3.8,2.4,19.0,ROY-1,1995-96,1996
35.0,George McCloud,28.0,DAL,SF,79.0,63.0,36.0,6.7,16.2,0.414,3.3,8.6,0.379,3.5,7.6,0.453,0.514,2.3,2.8,0.804,1.5,3.3,4.8,2.7,1.4,0.5,2.1,2.7,18.9,,1995-96,1996
36.0,Latrell Sprewell,25.0,GSW,SG,78.0,78.0,39.3,6.6,15.4,0.428,1.2,3.6,0.323,5.4,11.8,0.461,0.466,4.5,5.7,0.789,1.6,3.3,4.9,4.2,1.6,0.6,2.8,1.9,18.9,DPOY-8,1995-96,1996
37.0,Kevin Johnson,29.0,PHO,PG,56.0,55.0,35.8,6.1,12.0,0.507,0.4,1.0,0.368,5.7,11.0,0.52,0.523,6.1,7.1,0.859,0.8,3.2,3.9,9.2,1.5,0.2,3.0,2.6,18.7,,1995-96,1996
38.0,Rod Strickland,29.0,POR,PG,67.0,63.0,37.7,7.0,15.3,0.46,0.6,1.7,0.342,6.5,13.6,0.475,0.479,4.1,6.3,0.652,1.3,3.1,4.4,9.6,1.4,0.2,3.8,2.0,18.7,,1995-96,1996
39.0,Rik Smits,29.0,IND,C,63.0,63.0,30.2,7.4,14.2,0.521,0.0,0.1,0.2,7.4,14.1,0.523,0.522,3.7,4.7,0.788,1.9,5.0,6.9,1.7,0.3,0.7,2.5,3.6,18.5,,1995-96,1996
40.0,Armen Gilliam,31.0,NJN,SF,78.0,76.0,36.6,7.4,15.6,0.474,0.0,0.0,0.0,7.4,15.6,0.474,0.474,3.6,4.5,0.791,3.1,6.1,9.1,1.8,0.9,0.7,2.3,2.3,18.3,,1995-96,1996
41.0,Robert Pack,26.0,WSB,PG,31.0,31.0,35.0,6.1,14.3,0.428,0.8,3.2,0.265,5.3,11.2,0.474,0.457,5.0,5.9,0.846,0.9,3.3,4.3,7.8,2.0,0.0,3.7,2.2,18.1,,1995-96,1996
42.0,Steve Smith,26.0,ATL,SG,80.0,80.0,35.7,6.2,14.3,0.432,1.8,5.3,0.331,4.4,9.0,0.492,0.493,4.0,4.8,0.826,1.6,2.5,4.1,2.8,0.9,0.2,1.9,2.6,18.1,,1995-96,1996
43.0,Dennis Scott,27.0,ORL,SF,82.0,82.0,37.1,6.0,13.6,0.44,3.3,7.7,0.425,2.7,6.0,0.458,0.559,2.2,2.7,0.82,0.8,3.0,3.8,3.0,1.1,0.4,1.5,2.1,17.5,,1995-96,1996
44.0,Detlef Schrempf,33.0,SEA,SF,63.0,60.0,34.9,5.7,11.7,0.486,1.2,2.8,0.408,4.6,8.9,0.512,0.536,4.6,5.9,0.776,1.2,4.0,5.2,4.4,0.9,0.1,2.3,2.8,17.1,,1995-96,1996
45.0,Clarence Weatherspoon,25.0,PHI,SF,78.0,75.0,39.7,6.3,13.0,0.484,0.0,0.0,0.0,6.3,13.0,0.485,0.484,4.1,5.5,0.746,3.0,6.6,9.7,2.0,1.4,1.4,2.3,2.7,16.7,,1995-96,1996
46.0,Jason Kidd,22.0,DAL,PG,81.0,81.0,37.5,6.1,16.0,0.381,1.6,4.9,0.336,4.4,11.1,0.401,0.433,2.8,4.1,0.692,2.5,4.3,6.8,9.7,2.2,0.3,4.0,1.9,16.6,AS,1995-96,1996
47.0,Christian Laettner,26.0,2TM,C,74.0,71.0,33.7,6.0,12.3,0.487,0.1,0.5,0.231,5.9,11.7,0.499,0.492,4.4,5.4,0.818,2.5,4.8,7.3,2.7,1.0,1.0,2.5,3.7,16.4,,1995-96,1996
48.0,Christian Laettner,26.0,MIN,C,44.0,44.0,34.5,6.4,13.2,0.486,0.2,0.7,0.29,6.2,12.5,0.497,0.494,4.9,6.0,0.816,2.2,4.6,6.9,2.9,0.9,1.0,2.5,3.6,18.0,,1995-96,1996
49.0,Christian Laettner,26.0,ATL,C,30.0,27.0,32.6,5.3,10.8,0.489,0.0,0.3,0.0,5.3,10.6,0.502,0.489,3.6,4.3,0.823,2.9,5.0,7.9,2.3,1.0,0.9,2.5,4.0,14.2,,1995-96,1996
50.0,Tom Gugliotta,26.0,MIN,PF,78.0,78.0,36.3,6.1,12.9,0.471,0.3,1.1,0.302,5.7,11.8,0.487,0.484,3.7,4.8,0.773,2.3,6.6,8.8,3.1,1.8,1.2,3.0,3.4,16.2,,1995-96,1996
51.0,Vernon Maxwell,30.0,PHI,PG,75.0,57.0,32.9,5.5,14.0,0.39,1.9,6.1,0.317,3.5,7.9,0.446,0.459,3.3,4.4,0.756,0.5,2.5,3.1,4.4,1.3,0.2,2.9,2.4,16.2,,1995-96,1996
52.0,Tracy Murray,24.0,TOR,SF,82.0,37.0,30.0,6.0,13.3,0.454,1.8,4.4,0.422,4.2,9.0,0.47,0.523,2.2,2.7,0.831,1.4,2.9,4.3,1.6,1.1,0.5,1.6,2.5,16.2,,1995-96,1996
53.0,Loy Vaught,27.0,LAC,PF,80.0,78.0,37.1,7.1,13.6,0.525,0.1,0.2,0.368,7.1,13.4,0.528,0.529,1.9,2.6,0.727,2.6,7.6,10.1,1.4,1.1,0.5,2.0,3.0,16.2,,1995-96,1996
54.0,Bison Dele,26.0,LAC,C,65.0,65.0,33.2,6.4,11.8,0.543,0.0,0.1,0.167,6.4,11.7,0.546,0.544,3.0,4.1,0.734,2.3,5.3,7.6,1.9,1.1,0.8,2.9,3.5,15.8,,1995-96,1996
55.0,Mookie Blaylock,28.0,ATL,PG,81.0,81.0,35.7,5.6,13.9,0.405,2.9,7.7,0.371,2.8,6.2,0.448,0.508,1.6,2.1,0.747,1.4,2.7,4.1,5.9,2.6,0.2,2.3,1.9,15.7,,1995-96,1996
56.0,Hersey Hawkins,29.0,SEA,SG,82.0,82.0,34.4,5.4,11.4,0.473,1.8,4.6,0.384,3.6,6.8,0.534,0.551,3.0,3.5,0.874,1.0,2.6,3.6,2.7,1.8,0.2,2.0,2.1,15.6,,1995-96,1996
57.0,Joe Smith,20.0,GSW,PF,82.0,82.0,34.4,5.7,12.5,0.458,0.1,0.3,0.357,5.6,12.1,0.461,0.463,3.7,4.8,0.773,3.7,5.1,8.7,1.0,1.0,1.6,1.7,2.7,15.3,ROY-3,1995-96,1996
58.0,Tim Hardaway,29.0,2TM,PG,80.0,46.0,31.7,5.2,12.4,0.422,1.7,4.7,0.364,3.5,7.7,0.458,0.492,3.0,3.8,0.79,0.4,2.4,2.9,8.0,1.7,0.2,2.9,2.5,15.2,,1995-96,1996
59.0,Tim Hardaway,29.0,GSW,PG,52.0,18.0,28.6,4.9,11.7,0.421,1.6,4.5,0.366,3.3,7.2,0.455,0.491,2.7,3.5,0.769,0.4,2.1,2.5,6.9,1.4,0.2,2.4,2.5,14.1,,1995-96,1996
60.0,Tim Hardaway,29.0,MIA,PG,28.0,28.0,37.4,5.9,13.8,0.425,1.9,5.3,0.361,4.0,8.5,0.464,0.494,3.6,4.4,0.821,0.5,3.0,3.5,10.0,2.1,0.2,3.9,2.5,17.2,,1995-96,1996
61.0,Kenny Anderson,25.0,2TM,PG,69.0,64.0,34.0,5.1,12.1,0.418,1.3,3.7,0.359,3.7,8.4,0.445,0.474,3.8,4.9,0.769,0.9,2.0,2.9,8.3,1.6,0.2,2.1,2.6,15.2,,1995-96,1996
62.0,Kenny Anderson,25.0,NJN,PG,31.0,28.0,33.6,4.6,12.3,0.376,1.2,3.2,0.364,3.5,9.1,0.381,0.424,4.9,6.1,0.803,1.2,2.1,3.3,8.0,1.7,0.3,1.9,2.4,15.3,,1995-96,1996
63.0,Kenny Anderson,25.0,CHH,PG,38.0,36.0,34.3,5.4,11.9,0.454,1.5,4.1,0.357,3.9,7.8,0.505,0.515,2.9,3.9,0.727,0.7,2.0,2.7,8.6,1.6,0.2,2.3,2.8,15.2,,1995-96,1996
64.0,Jeff Hornacek,32.0,UTA,SG,82.0,59.0,31.6,5.4,10.7,0.502,1.3,2.7,0.466,4.1,8.0,0.514,0.561,3.2,3.5,0.893,0.8,1.8,2.5,4.1,1.3,0.2,1.5,2.1,15.2,,1995-96,1996
65.0,Calbert Cheaney,24.0,WSB,SF,70.0,70.0,33.2,6.1,12.9,0.471,0.7,2.2,0.338,5.3,10.7,0.498,0.499,2.2,3.1,0.706,1.0,2.5,3.4,2.2,1.0,0.3,1.8,2.9,15.1,,1995-96,1996
66.0,Chris Mills,26.0,CLE,SF,80.0,80.0,38.3,5.7,12.1,0.468,1.0,2.6,0.376,4.7,9.5,0.493,0.508,2.7,3.3,0.829,1.4,4.1,5.5,2.4,0.9,0.7,1.5,3.0,15.1,,1995-96,1996
67.0,Michael Finley,22.0,PHO,SF,82.0,72.0,39.2,5.7,11.9,0.476,0.7,2.3,0.328,4.9,9.6,0.511,0.508,3.0,3.9,0.749,1.7,2.9,4.6,3.5,1.0,0.4,1.6,2.4,15.0,ROY-4,1995-96,1996
68.0,Dale Ellis,35.0,DEN,SF,81.0,52.0,32.4,5.7,11.8,0.479,1.9,4.5,0.412,3.8,7.3,0.519,0.557,1.7,2.2,0.76,1.1,2.8,3.9,1.7,0.7,0.1,1.2,2.4,14.9,,1995-96,1996
69.0,Nick Van Exel,24.0,LAL,PG,74.0,74.0,34.0,5.4,12.8,0.417,1.9,5.4,0.357,3.4,7.4,0.461,0.493,2.2,2.8,0.799,0.4,2.1,2.4,6.9,0.9,0.1,2.1,1.6,14.9,,1995-96,1996
70.0,Nick Anderson,28.0,ORL,SG,77.0,77.0,35.3,5.2,11.7,0.442,2.2,5.6,0.391,3.0,6.2,0.489,0.535,2.2,3.1,0.692,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7,,1995-96,1996
71.0,John Stockton,33.0,UTA,PG,82.0,82.0,35.5,5.4,10.0,0.538,1.2,2.7,0.422,4.2,7.2,0.582,0.596,2.9,3.4,0.83,0.7,2.1,2.8,11.2,1.7,0.2,3.0,2.5,14.7,"MVP-11,AS,NBA2",1995-96,1996
72.0,Magic Johnson,36.0,LAL,PF,32.0,9.0,29.9,4.3,9.2,0.466,0.7,1.8,0.379,3.6,7.4,0.487,0.503,5.4,6.3,0.856,1.3,4.5,5.7,6.9,0.8,0.4,3.2,1.5,14.6,"MVP-12,6MOY-5",1995-96,1996
73.0,Anthony Mason,29.0,NYK,SF,82.0,82.0,42.2,5.5,9.7,0.563,0.0,0.0,,5.5,9.7,0.563,0.563,3.6,5.0,0.72,2.7,6.6,9.3,4.4,0.8,0.4,2.6,3.0,14.6,,1995-96,1996
74.0,Bobby Phills,26.0,CLE,SG,72.0,69.0,35.1,5.4,11.5,0.467,1.3,2.9,0.441,4.1,8.5,0.476,0.524,2.6,3.3,0.775,0.9,2.8,3.6,3.8,1.4,0.4,1.8,2.7,14.6,,1995-96,1996
75.0,Sam Cassell,26.0,HOU,PG,61.0,0.0,27.6,4.7,10.8,0.439,1.2,3.4,0.348,3.5,7.3,0.482,0.495,3.9,4.7,0.825,0.8,2.2,3.1,4.6,0.9,0.1,2.6,2.7,14.5,6MOY-4,1995-96,1996
76.0,Dell Curry,31.0,CHH,SG,82.0,29.0,28.9,5.4,11.9,0.453,2.0,5.0,0.404,3.4,6.9,0.488,0.537,1.8,2.1,0.854,0.8,2.4,3.2,2.1,1.3,0.3,1.6,2.1,14.5,6MOY-7,1995-96,1996
77.0,Vinny Del Negro,29.0,SAS,SG,82.0,82.0,33.7,5.8,11.7,0.497,0.7,1.8,0.38,5.1,9.9,0.518,0.527,2.2,2.6,0.832,0.4,2.9,3.3,3.8,1.0,0.1,1.2,2.0,14.5,,1995-96,1996
78.0,Gheorghe Mureșan,24.0,WSB,C,76.0,76.0,29.5,6.1,10.5,0.584,0.0,0.0,0.0,6.1,10.5,0.585,0.584,2.3,3.7,0.619,3.3,6.3,9.6,0.7,0.7,2.3,1.9,3.9,14.5,MIP-1,1995-96,1996
79.0,Arvydas Sabonis,31.0,POR,C,73.0,21.0,23.8,5.4,9.9,0.545,0.5,1.4,0.375,4.9,8.5,0.574,0.572,3.2,4.2,0.757,2.0,6.0,8.1,1.8,0.9,1.1,2.1,2.9,14.5,"ROY-2,6MOY-2",1995-96,1996
80.0,Brian Grant,23.0,SAC,PF,78.0,75.0,30.7,5.5,10.8,0.507,0.1,0.2,0.235,5.4,10.6,0.513,0.51,3.4,4.6,0.732,2.2,4.7,7.0,1.6,0.5,1.3,2.4,3.4,14.4,,1995-96,1996
81.0,Otis Thorpe,33.0,DET,PF,82.0,82.0,34.6,5.5,10.4,0.53,0.0,0.0,0.0,5.5,10.4,0.532,0.53,3.1,4.4,0.71,2.6,5.8,8.4,1.9,0.6,0.5,2.4,3.7,14.2,,1995-96,1996
82.0,Kendall Gill,27.0,2TM,SG,47.0,46.0,35.8,5.2,11.1,0.469,0.6,1.7,0.329,4.7,9.5,0.494,0.494,2.9,3.7,0.784,1.5,3.4,4.9,5.5,1.4,0.5,2.8,2.8,14.0,,1995-96,1996
83.0,Kendall Gill,27.0,CHH,SG,36.0,36.0,35.1,5.0,10.3,0.481,0.5,1.5,0.315,4.5,8.8,0.509,0.504,2.5,3.3,0.761,1.6,3.7,5.3,6.3,1.2,0.6,3.1,2.8,12.9,,1995-96,1996
84.0,Kendall Gill,27.0,NJN,SG,11.0,10.0,38.0,6.1,13.8,0.441,0.8,2.3,0.36,5.3,11.5,0.457,0.47,4.5,5.4,0.831,1.5,2.5,3.9,3.2,2.0,0.2,1.9,2.7,17.5,,1995-96,1996
85.0,Greg Anthony,28.0,VAN,PG,69.0,68.0,30.4,4.7,11.3,0.415,1.3,3.9,0.332,3.4,7.4,0.459,0.472,3.3,4.3,0.771,0.4,2.1,2.5,6.9,1.7,0.2,2.3,2.0,14.0,,1995-96,1996
86.0,Rex Chapman,28.0,MIA,SG,56.0,50.0,33.3,5.2,12.1,0.426,2.2,6.0,0.371,2.9,6.1,0.48,0.518,1.5,2.0,0.735,0.4,2.2,2.6,3.0,0.8,0.2,1.4,2.1,14.0,,1995-96,1996
87.0,Rick Fox,26.0,BOS,SF,81.0,81.0,32.0,5.2,11.5,0.454,1.2,3.4,0.364,4.0,8.1,0.491,0.507,2.4,3.1,0.772,2.0,3.6,5.6,4.6,1.4,0.5,2.7,3.6,14.0,,1995-96,1996
88.0,Derek Harper,34.0,NYK,PG,82.0,82.0,35.3,5.3,11.5,0.464,1.5,4.0,0.372,3.8,7.5,0.513,0.529,1.9,2.5,0.757,0.4,2.1,2.5,4.3,1.6,0.1,2.2,2.5,14.0,,1995-96,1996
89.0,Elden Campbell,27.0,LAL,PF,82.0,82.0,32.9,5.5,10.8,0.503,0.0,0.1,0.0,5.5,10.8,0.506,0.503,3.0,4.3,0.713,2.0,5.6,7.6,2.2,1.1,2.6,1.7,3.7,13.9,,1995-96,1996
90.0,Walt Williams,25.0,2TM,SF,73.0,73.0,29.7,4.9,11.1,0.444,1.6,4.0,0.389,3.4,7.1,0.476,0.515,2.2,3.2,0.703,1.4,3.0,4.4,3.2,1.2,0.8,2.1,3.3,13.6,,1995-96,1996
91.0,Walt Williams,25.0,SAC,SF,45.0,45.0,30.7,5.2,12.0,0.435,1.3,3.8,0.341,3.9,8.2,0.478,0.489,2.9,3.8,0.756,1.4,3.2,4.6,3.7,1.2,0.9,2.3,3.4,14.6,,1995-96,1996
92.0,Walt Williams,25.0,MIA,SF,28.0,28.0,28.1,4.4,9.6,0.463,2.0,4.4,0.455,2.4,5.2,0.469,0.567,1.2,2.1,0.55,1.3,2.7,4.0,2.3,1.1,0.6,1.7,3.1,12.0,,1995-96,1996
93.0,Bryant Stith,25.0,DEN,SG,82.0,77.0,34.3,4.6,11.1,0.416,0.5,1.8,0.277,4.1,9.3,0.443,0.439,3.9,4.6,0.844,1.5,3.4,4.9,2.9,1.4,0.2,1.9,2.3,13.6,,1995-96,1996
94.0,Sasha Danilović,25.0,MIA,SG,19.0,18.0,28.5,4.4,9.7,0.451,1.8,4.1,0.436,2.6,5.6,0.462,0.543,2.9,3.8,0.764,0.6,1.8,2.4,2.5,0.8,0.2,1.9,2.6,13.4,,1995-96,1996
95.0,Horace Grant,30.0,ORL,PF,63.0,62.0,36.3,5.5,10.7,0.513,0.0,0.1,0.167,5.5,10.7,0.516,0.513,2.4,3.3,0.734,2.8,6.4,9.2,2.7,1.0,1.2,1.0,2.3,13.4,DPOY-8,1995-96,1996
96.0,Danny Manning,29.0,PHO,PF,33.0,4.0,24.7,5.4,11.8,0.459,0.1,0.4,0.214,5.3,11.3,0.468,0.463,2.5,3.3,0.752,0.9,3.4,4.3,2.0,1.2,0.7,2.3,3.7,13.4,,1995-96,1996
97.0,Antonio McDyess,21.0,DEN,PF,76.0,75.0,30.0,5.6,11.6,0.485,0.0,0.1,0.0,5.6,11.5,0.487,0.485,2.2,3.2,0.683,3.0,4.5,7.5,1.0,0.7,1.5,2.0,3.3,13.4,,1995-96,1996
98.0,Danny Ferry,29.0,CLE,PF,82.0,79.0,32.7,5.1,11.2,0.459,1.7,4.4,0.394,3.4,6.8,0.502,0.537,1.3,1.6,0.769,0.9,2.9,3.8,2.3,0.7,0.5,1.5,2.8,13.3,,1995-96,1996
99.0,Chris Mullin,32.0,GSW,SF,55.0,19.0,29.4,4.9,9.8,0.499,1.1,2.7,0.393,3.8,7.1,0.54,0.554,2.5,2.9,0.856,0.8,2.1,2.9,3.5,1.4,0.6,2.2,2.3,13.3,,1995-96,1996
100.0,Bryant Reeves,22.0,VAN,C,77.0,63.0,31.9,5.2,11.4,0.457,0.0,0.0,0.0,5.2,11.4,0.459,0.457,2.8,3.9,0.732,2.3,5.1,7.4,1.4,0.6,0.7,2.0,2.9,13.3,,1995-96,1996
101.0,Scott Burrell,25.0,CHH,SF,20.0,20.0,34.7,4.6,10.3,0.447,1.9,4.9,0.378,2.8,5.4,0.509,0.536,2.1,2.8,0.75,1.3,3.6,4.9,2.4,1.4,0.7,2.2,3.8,13.2,,1995-96,1996
